tweet	polarity
não criaram ainda uma música sobre futebol melhor que É uma partida de futebol do #Skank esse é um hino #VídeoShowAoVivo	1
o talkshow q vc respeita #Bemassim	1
hoje foram mtaaas emoções no	1
adorei a antônia moraes abrindo o guarda roupa dá manu são mega estilosas queria essas roupas pra mim 😍 USERNAME	1
minha quarta-feira está mais iluminada com a USERNAME #SandyNoEncontro	1
USERNAME a entrevista c o USERNAME foi mtboa perguntasótimas pena qacabou rapido aindabemq n haviaoutro entrevistado #ConversaComBial	1
sou otimista gracas a deus	1
muitooo loka aquela máscara do USERNAME 👊 🏻	1
USERNAME eu te amo continue com essas e outras campanhas #AdoteUmPequenoTorcedor #PST	1
AMEY Q COLOCARO A PAOLA PRA COSINHAR COS PARTICIPANTE NUUU	1
ana luíza arrasando torcendo pra ela	1
A débora tb grande potencial nmrl esses NUMBER são mt bons	1
tônico arrasou com bruna marquezine #VideoShowAoVivo	1
sandy cantando o hino evidências vivi pra ver isso ❤ ️ ❤ ️ ❤ ️ #SandyNoEncontro	1
talentosa mãe talentosas as filhas #VídeoShowAoVivo	1
minhas férias me permitiu ver só essa semana namaria tomar um não da taís araujo queimar a mão e hj vestida de unicórnio bom D + 😂	1
yuko manda bem né	1
o único programa foda o suficiente pra continuar sendo um dos assuntos mais comentados no twitter mesmo depois de ter acabado	1
vídeo show dia mães tá otimo 😍 recife ligado ☺	1
USERNAME NUMBER convidados mtooo foda 👏 💓	1
hahahaa USERNAME melhor pessoa #MaisVoce	1
baixinhas gordinha e donas do meu coração 😍 #MaiaraeMaraisaNoBial USERNAME	1
sandy sempre maravilhosa ❤	1
jackie boy no the noite ( essa juliana é muito engraçada kkk ) #CharlieHunnam	1
medo bobo é muito hino bicho	1
USERNAME #MaiaraeMaraisaNoBial poderia ter vocês todos os dias na telinha ♥ ♡ ♥ É um vício 😍 😍 😍	1
amei a camisa do ota amo video show joca tbm ta lindo #videoshowaovivo	1
hoje tem só venha minha USERNAME 😍	1
só namaria para fazer rir com tantos problemas no nosso brasil 🦄	1
que prova linda essa de eliminaçao O discurso da USERNAME tambem	1
apaixonada pelo filho do serginho	1
vanessa da mata me representando no sobre mulheres que ñ querem engravidar hahahahahahahaha e querem adotar	1
véi USERNAME falando tudo que eu penso namoral 👏 👏 👏 super concordo #TheNoite	1
já to amando esse programa ❤ ❤ elenco de carinha de anjo 😍 😍 😍	1
braulio e suas poesias eu amo #Encontro	1
joca tua roupa ta muito tri hoje otaviano essa blusa preta realçou teu cabelo haahahhahaha	1
O USERNAME e USERNAME são os melhores comediantes me fazem morrer de rir #altashoras	1
hoje vai bombar	1
que homão da porra o santoro	1
legal esse projeto de adoção	1
juliana paes um mulherão desses	1
adoro ficar com mulher mais velha	1
ai eu me derreto todinha com a paola 😭 😍	1
paola é tão linda	1
mas gente foi o melhor episódio até agora	1
amei a reportagem dos cachorros #EDeCasa	1
E a pequena cora hein tão linda quanto a mãe já quero ela na próxima temporada de malhaçao USERNAME #EncontroComFatima	1
gente o thomas é uma fofura #AltasHoras parabéns USERNAME e fernanda por essa bênção essa dádiva que é o pequeno ❤ ️	1
maluma no com USERNAME tô chorandooo ! só não disse por onde	1
fátima bernardes emocionadíssima que linda que ícone ! #VideoShowAoVivo	1
O filme do charlie com o robert é produzido pelo brad pitt não aguento isso não	1
nem creio que hj vai ter	1
E feliz pela USERNAME e USERNAME não terem ido para eliminação #MasterChefBR	1
vivi pasmanter lendo simpatia no celular vai ser a melhor coisa que você vai ver hoje #VideoShowAoVivo	1
O show dessas meninas é maravigold ❤ 😍 #MaiaraeMaraisaNoBial	1
hoje vi o USERNAME no bial que aula de oratória que aula sobre espiritualidade e uso de redes sociais para o bem	1
vanessa da matta mais humorada que muito humorista hahahaha	1
para os ansiosos de plantão de hoje é sobre ansiedade adorei	1
como canta bonito esse USERNAME	1
amo o clipe	1
adorei o tchau do ultraje a rigor no final do programa muito inteligente vai virar tendência repitam mais vezes kkkk	1
dois dias consecutivos em que tweets meus são lidos no #VídeoShowAoVivo hoje pelo USERNAME adorei 👏 👏 👏 👏 👏 👏	1
vendo agora o de ontem comidas do pará ❤ ️	1
fica lindo de óculos 😻	1
cheguei atrasada mas o hb tá sensacional E esse ano ainda eu vou comprar esse livro que eu tô babando há meses	1
não acredito que o danilo fez o charlie hunnam falar de hooligans adoro esse filme	1
viciei no programa só consigo dormir depois do programa	1
Q cara maravilhoso	1
A melhor do brasil ! ! ! ! !	1
tô cheia das provas na faculdade mas não consigo parar de ver esse programa #MasterChefBR	1
sensacional a resposta sobre a vaidade #conversacombial	1
USERNAME USERNAME USERNAME USERNAME USERNAME vcs nao me infartem hj eu imploro na espera do já 👊 ❤	1
vitor B hoje tá mais lindo q nunca	1
É O TCHAN no que delícia que energia !	1
ai que saudade da hebe camargo #MaisVocê	1
nem a vanessa da mata se aguenta quando toca é o tchan #altashoras	1
daqui a pouco tem fátima no 😍	1
USERNAME vc é a melhor USERNAME me chama p comer brigadeiro também adoooro #MaisVoce	1
ahhh como é bom ouvir USERNAME falar sempre confortante	1
que lindo por incrivel que pareça é a sua cara USERNAME . 💋 💋 💋	1
JACQUINNN FOFO DMSSS EU TENHO MAIS MEDO DA PAOLA DOQ DO JACQUINN	1
augusto cury minha admiração só cresce por você obrigado pelos melhores livros que já li #ConversaComBial	1
olá USERNAME programa fica tão lindo com a presença de sam alves no USERNAME USERNAME	1
VAAAI CRUSH #TEAMVITOR	1
cê esqueceu a letra kkkk adorei essa agora	1
vitor B é tão fofo foi lindo ver todo mundo cantando e o fogaça reconhecendo a humildade dele ❤ ️	1
estava tão bom o com o USERNAME que não deveria ter acabado	1
bom demais catra e USERNAME	1
USERNAME mãe tá linda no programa	1
USERNAME gostei muito mas os músicos ficam de pé o tempo todo nem um banquinho pra eles	1
O de ontem mostrando pra todo mundo a riqueza da culinária brasileira	1
ah que saudade da fátima bernardes no jornalismo 😍	1
carai tô achando a bela gil sexy tuitei e sai correndo #AltasHoras	1
#MaisVocê mt engraçado USERNAME dando bom dia pro louro	1
gente só eu que amo quando a fatinha fala super obrigada hahahaha ? #Encontro	1
com o dr augusto cury falando sobre ansiedade e etc concerteza um ótima entrevista com um excelente convidado	1
A fátima é uma profissional admirável parabéns	1
lua ta numa fase tão boa né eu fico aqui só acompanhando de longe bichinha merece muito	1
O programa de hj foi digno de uma final #MasterChefBR	1
hoje tem augusto maravilhoso diferentão cury no corações amém	1
queria ver a hj eh o USERNAME AMO	1
FATIMA E MUITO MARAVILHOSA MEU DEUS	1
meu deus do céu quase q a minha yuko vai embora * - * graças a deus q minha preferida não saiu	1
o que foi esse cara falando sobre racismo ele mitou ele lacrou pq ele tem o conhecimento da causa	1
que cabelo lindo USERNAME 😍	1
maiara & maraisa são muito lindas	1
melhor programa pra se ver de madrugada ainda mais com meu parça rodrigo santoro kkk	1
USERNAME uma grancinha	1
acho que é pecado o padre fábio de melo ser padre só acho quer dizer fé sem fanatismo coerência leveza gosto disso #ConversaComBial	1
USERNAME USERNAME maior diva do que a gente respeita ❤	1
muito bom esse de hoje	1
leandro e leonardo essa eu gostei d ver q o relembrou da praça	1
melhor programaaa kkk	1
fátima bernardes não é só a musa da vopa É a musa da #globo e da TV brasielira 👏 🏻 👏 🏻 👏 🏻	1
gente esse com a fátima hoje tá me quebrando no meio #mãe #adoção é amor demais no coração ❤ ️ ❤ ️ ❤ ️	1
AMO AMO AMO augusto cury tenho VÁRIOS livros dele inclusive estou lendo ansiedade NUMBER ❤	1
USERNAME MELHOR PESSOA #MasterChefBR USERNAME	1
nando reis se casou duas vezes com a mesma mulher QUE MARAVILHOSO 💙 💙 💙 💙 💙 💙 💙 💙 💙 💙 💙 💙 💙 #NandoReisNoEncontro	1
mas vale a pena eu pago U $ NUMBER pra maquina passar e dobrar todas as minhas roupas ! !	1
ontem foi o melhor episódio do só faltou a mirian ter saído e não o douglas	1
meu amooor USERNAME	1
arrasou mlk	1
LEO LINS EU TE VENERO KKK	1
minha mãe me pegou babando assistindo USERNAME no 🤤 🤤 🤤 #tãolindo 😍	1
USERNAME fala bem parabéns pelas palavras você é um cristão que mostra ter intimidade com deus e é estudado #conversacombial	1
#MaisVocê que mulher linda USERNAME é um encanto tão bom vê-la bom diaa !	1
USERNAME estamos mesmo exercitar mais o amor ao próximo e a alegria de viver	1
amooo adultos com voz de criança deveria passar todos os dias USERNAME USERNAME USERNAME USERNAME ❤	1
prepara pra o EP de hoje que eu tô só o veneno	1
mr catra é foda dmais	1
parabéns USERNAME pela sua garra e força de vontadea cada dia mais sou sua fãmerece tudo de melhor 👏 👏 😍	1
aeee de peixe eu entendo #MasterChefBR #teamfabriziomasterchefbr #teamfabrizio	1
E a vontade de comer essa massa socorro #MasterChefBR	1
to assistindo os cachorros andando de skate surfando crc 😂 😍 😍	1
#Walter torço por ti no ! !	1
vítor B tá nos trends ❤	1
amei o pijama ana 😍	1
to MORRENDO de fofura com o thomas no	1
#SofiaAbrão #Otaviano amo vocês meus amores	1
USERNAME linda ansiosa esperando começar o vídeo show 😁 😁 😀 😀 😍 😍	1
herói latino voando e cantando festa no ape kkklllkkk	1
que episódio maravilhoso to assistindo em pé de nervoso hahahahha	1
cada um que expulse o diabo que criou - de melo fábio HAHAHAHAHAHAHAHAAHA	1
fátima sempre elegante e chic	1
vitor B sem bandana rejuvenesceu uns NUMBER anos	1
essa tag é a melhor do mundo	1
USERNAME melhor pessoa km	1
débora “ testículo de boi alguém come isso ” pergunta do século também quero saber MAS O IMPORTANTE É HONRAR O ANIMAL #MasterChefBR	1
musa sempre musa ❤ fátima bernardes no	1
taís araújo vc é maravilhosa ninguém é obrigado a comer o que não gosta como a fátima fez esses dias no tmj USERNAME 😘	1
hoje tem masterchefbr produçao kkk 😍 #Foramirian	1
não é o USERNAME pq na época em que ele era bebê nem eletricidade tinha kkkjh te amo ota	1
bela gil o brasil inteiro é fã do É o tchan #altashoras	1
O rodrigo santoro sabe o que ta fazendo e falando	1
USERNAME tá vendo o ? O danilo tá demais ahahhahhahhahahhhahah	1
que loucura esse episódio de	1
hoje passei mal com parabenizando USERNAME mandou vê sou seu fã USERNAME arrasou na prova USERNAME show	1
USERNAME uma joinha .	1
feliz pq hj vou conseguir assistir	1
USERNAME no linda como eu ouvia quando eu tinha treze anos	1
cia urbana de dança genial arrasaram na abertura do fantástico que bom vê-los em cena agora . 👏 👏 👏 👏 👏	1
é bonito MUITO lindo kkkk	1
nossa mnw fiquei mt emocionada qnd falaram pró vitor subir pró mesanino cara que felicidade ❤ 🙌 🙌	1
eu e meu namorado fomos olhar a primeira vista em uma balada e estamos juntos ha NUMBER meses #Encontro #EncontroFatimaBernardes 😍 😍	1
acredita é a essência mas ter atitude é o que faz a diferença LINDA USERNAME	1
O prato da USERNAME ficou mais bonito que o da USERNAME convenhamos #MasterChefBR	1
esse maluma tem sorte demais pegou a anita #mulequedesorte	1
hoje eu vi um padre dizer vc que espulse seus proprios demonios adorei muito bom e muito verdade 😀 😁	1
sobre a pantufa da ana maria braga ❤	1
USERNAME nossa como o senhor transmite bom humor paz e tranquilidade delícia escutar #conversacomBial	1
A carreira de fatima e lindaa	1
padre gato rs	1
só queria chegar em casa pra assistir	1
susana vieira belíssima como a péssima adisabeba	1
USERNAME deus toma conta sou taurina dai tu já tira o quanto de fome eu tenho #MasterChefBR vou comer sem culpa RS	1
todas ate agora super interessante	1
USERNAME ja pode ir no	1
essa música anjo qnd ouvi pensava q fosse teatro mágico q cantava USERNAME tem q ir no programa ! !	1
paola é tão linda ❤ ️ ❤ ️	1
roque santeirovale tudoanos douradosjkq rei sou eu e muitas q assisti grandes momentos da TV 👏 🏽 USERNAME	1
quem vai estar no meu vídeo é um show é a belíssima fátima bernardes USERNAME #VideoShowAoVivo	1
ligado na telinha da USERNAME para ver a apresentação de #SophiaNoVídeoShowAoVivo #VídeoShowAoVivo	1
#Thaisaraújo uma graça de espontaneidade no #Maisvocê kkk #nãocomoabobora kkk	1
pai d'égua era um restaurante / budega do mestre dominguinhos 💙 ficava em frente do arriégua muito bom	1
essas irmãs são as melhores pessoas	1
só queria ter sido a toalha q enxugou esse homi depois do clipe OI	1
bora ganhar #ficaYuko	1
amava esse seriado #SexoFrágil . reprisa ai pra gente	1
namaria melhor pessoa #MaisVoce	1
USERNAME rainha das manhã sou muito fã de você 😍	1
USERNAME dá spoiler por favooor	1
#VídeoShowAoVivo otaviano eu sou fan e do programa	1
pensando ainda naquele peixe assado na folha de bananeira de ontem do	1
agora o negócio ficou bom sardinha em lata gourmet #MasterChefBR	1
minha princesa mais linda ! está maravilhosa USERNAME ❤ ❤	1
numa tarde como essa com um país como esse é bom ter se não o que seria de nós ?	1
hoje está demais fátima tudo de bom nesta tarde 👩	1
vai começar USERNAME oi já quero o moletom ❤	1
#PadreFabio muito sábio 😍	1
esses caras são fodas kkk	1
vendo somente pelo malumaaa	1
#MrCatra é fodaa dms	1
USERNAME estava ótimo de berinjela	1
já tinha ouvido falar mas não tinha baixado ainda aplicativo #Mudamos ( aprovado ) . chega de palhaçada ! #Mudamos	1
mônica iozzi divaa linda te amo !	1
morrendo com o bial falando dos memes	1
começou o masterchef amo ! 😍	1
USERNAME e maravilhosa olha essas pernas	1
USERNAME dançando funk gospel HAHAHAHA chorei 😂 USERNAME USERNAME	1
O válter não chama muito a atenção em um programa de TV mas eu gosto dele discreto e eficiente pode ir longe 👏 👏	1
socorro o filho do serginho AAA QUE FOFURA	1
fátima é um show bjs 😘	1
EU TÔ COM O CONTROLE ALELUIA SÓ VAMO	1
adoro a yuko mas se ela orecisar sair ora USERNAME ficar QUE SAIA	1
eita falou de barbalha ( festa de santo antônio ) no the noite ! ❤ ️	1
eu faria um estrogonofe de whey protein babado #MasterChefBR	1
me espera música do gui e da júlia ❤ ️	1
ótimo programa hoje com a fátima bernardes impossível não gostar e não admira-lá eu como jornalista sou fã demais 👏 👏 👏 👏 👏	1
sdds do USERNAME no um gostoso desses bicho	1
melhor do ano	1
. USERNAME é tão linda	1
belo argumento murilo couto kkkllkk	1
me desculpem as outras cantoras do brasil que admiro muito mas a USERNAME é a maior cantora desse país #SandyNoEncontro	1
essa voz do papai catra é bem envolvente ne	1
já visitei o jardim botânico a uns NUMBER anos atrás e achei um lugar fantástico e mágico 🌹 #memória #saudade	1
USERNAME ahh não bial podem aumentar o tempo do seu programa pois esta bom demais e passando muito rápido ! 😂 😂 😂	1
rodrigo santoro falando sobre o povo cubano ❤ ️	1
A VANESSA DA MATA HAUAHUAHAHUHAUHUA TO MORTA	1
#EDeCasa cissa parabéns pelo dias das mães com este programa de hoje e sua maneira de conduzir nem parece que vc passou por uma tragédia	1
A m a n d o a cruzada de pernas de mary help 😲	1
super cool e despojado esse visu da namaria já quero um pijama desses 🦄 💜	1
